[2025-05-28 18:56:03,937] 148 - INFO: Note: NumExpr detected 12 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[2025-05-28 18:56:03,937] 160 - INFO: NumExpr defaulting to 8 threads.
[2025-05-28 18:56:07,976] 17 - INFO: Initiate the data ingestion 
[2025-05-28 18:56:15,438] 66 - INFO: Performed train test split on the dataframe
[2025-05-28 18:56:15,438] 68 - INFO: Exited split_data_as_train_test method of data_ingestion class
[2025-05-28 18:56:15,439] 75 - INFO: Exporting train and test file path.
[2025-05-28 18:56:15,778] 85 - INFO: Exported train and test file path 
[2025-05-28 18:56:15,810] 24 - INFO: Initiate the Data vaildation
[2025-05-28 18:56:16,010] 34 - INFO: Required number of columns :50 
[2025-05-28 18:56:16,011] 35 - INFO: Data frame has columns:50
[2025-05-28 18:56:16,011] 34 - INFO: Required number of columns :50 
[2025-05-28 18:56:16,011] 35 - INFO: Data frame has columns:50
[2025-05-28 18:56:16,616] 26 - INFO: data validation completed
[2025-05-28 18:56:16,617] 31 - INFO: Data transformation started
[2025-05-28 18:56:16,617] 68 - INFO: Entered initiate_data_transformation method of DataTransformation class
[2025-05-28 18:56:16,618] 70 - INFO: Starting data transformation
[2025-05-28 18:56:16,686] 50 - INFO: Entered get_data_transformer_object method of transformation class
[2025-05-28 18:56:16,686] 56 - INFO: Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-05-28 18:56:16,739] 52 - INFO: Entered the save_object method of mainUtils class
[2025-05-28 18:56:16,746] 56 - INFO: Exited the save object method of mainUtils class
[2025-05-28 18:56:16,748] 34 - INFO: Data transformation completed
